record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method
es_ch13_dlg0020,es,13,CAPITULO XIII,¿Y qué haces con ellas?,23,5,D000645,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0021,es,13,CAPITULO XIII,¿Que qué hago?,14,3,D000646,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0024,es,13,CAPITULO XIII,¿Posees a las estrellas? ¿Son tuyas?,36,6,D000647,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0026,es,13,CAPITULO XIII,Pero yo he visto un rey que...,30,7,D000648,king,king,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch13_dlg0027,es,13,CAPITULO XIII,Los reyes no poseen nada... reinan solamente. Es muy diferente poseer que reinar.,81,13,D000649,king,king,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch13_dlg0028,es,13,CAPITULO XIII,¿Y de qué sirve poseer las estrellas?,37,7,D000650,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0029,es,13,CAPITULO XIII,Me sirve para ser rico.,23,5,D000651,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2
es_ch13_dlg0030,es,13,CAPITULO XIII,¿Y para qué sirve ser rico?,27,6,D000652,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0031,es,13,CAPITULO XIII,Me sirve para poder comprar más estrellas si es que alguien las encuentra y descubre.,85,15,D000653,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2
es_ch13_dlg0032,es,13,CAPITULO XIII,¿De quién son? —dijo esquivo el hombre de negocios.,51,9,D000654,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0033,es,13,CAPITULO XIII,No sé... De nadie.,18,4,D000655,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch13_dlg0034,es,13,CAPITULO XIII,"Entonces son mías, pues soy el primero en tener la ocurrencia.",62,11,D000656,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch13_dlg0035,es,13,CAPITULO XIII,¿Y eso es suficiente?,21,4,D000657,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0036,es,13,CAPITULO XIII,"¡Desde luego! Si te encuentras un diamante que nadie reclama, el diamante es tuyo. Si encontraras una isla que no es de nadie, formalizas la propiedad y es tuya. Si eres el primero en tener una idea y la haces patentar, es tuya. Las estrellas son mías, las poseo puesto que nadie, antes que yo, soñó con poseerlas.",314,58,D000658,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch13_dlg0037,es,13,CAPITULO XIII,Bien —dijo el principito— ¿y qué es lo que tú haces con ellas?,62,13,D000659,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0038,es,13,CAPITULO XIII,Las administro. Las cuento y las recuento una y otra vez,56,11,D000660,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch13_dlg0039,es,13,CAPITULO XIII,contestó el hombre de negocios—. Es difícil. ¡Pero yo soy un hombre serio!,74,13,D000661,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch13_dlg0040,es,13,CAPITULO XIII,"Yo poseo una bufanda y puedo ponérmela alrededor del cuello. Y si poseo una flor, puedo cortarla y llevármela.",110,19,D000662,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch13_dlg0041,es,13,CAPITULO XIII,"Eso no, pero puedo depositarlas en un banco.",44,8,D000663,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch13_dlg0042,es,13,CAPITULO XIII,¿Qué quiere decir depositar?,28,4,D000664,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0043,es,13,CAPITULO XIII,Quiere decir que escribo en un papelito el número exacto de mis estrellas y se guarda bajo llave.,97,18,D000665,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch13_dlg0044,es,13,CAPITULO XIII,¿Y eso es todo?,15,4,D000666,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch13_dlg0046,es,13,CAPITULO XIII,Yo —dijo aún— tengo una flor a la que riego todos los días.,59,13,D000667,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch14_dlg0000,es,14,CAPITULO XIV,"Quizá este hombre es absurdo. Sin embargo, es menos absurdo que el rey, el vanidoso, el hombre de negocios y el bebedor. Por lo menos su trabajo, tiene algo de razón. Cuando enciende su farol, es como si naciera una estrella o brotara una flor y, cuando lo apaga, es como si la flor o a la estrella se durmiera. Es una ocupación muy linda y es verdaderamente útil en cuanto que es linda",386,74,D000668,king,king,0.65,keyword_rules,anger,1.0,-1.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0002,es,14,CAPITULO XIV,"Éste sería despreciado por los otros, por el rey, por el vanidoso, por el bebedor y por el hombre de negocios. Sin embargo, es el único que no me parece ridículo, quizás porque se ocupa de algo ajeno a sí mismo",210,41,D000669,king,king,0.65,keyword_rules,love,0.5,1.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0003,es,14,CAPITULO XIV,Es el único del que hubiera podido hacerme amigo. Pero su planeta es tan pequeño que no hay lugar para dos...,109,21,D000670,fox,fox,0.65,keyword_rules,love,1.0,1.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0004,es,14,CAPITULO XIV,¡Buenos días! ¿Por qué acabas de apagar tu farol?,49,9,D000671,lamplighter,lamplighter,0.65,keyword_rules,curiosity,0.8571,0.0,0.5928,multilingual_lexicon_character_context_v2
es_ch14_dlg0005,es,14,CAPITULO XIV,Es la consigna —respondió el farolero— . ¡Buenos días!,54,9,D000672,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0006,es,14,CAPITULO XIV,¿Qué es la consigna?,20,4,D000673,lamplighter,lamplighter,0.7,sandwich_propagation,curiosity,0.8,0.0,0.57,multilingual_lexicon_character_context_v2
es_ch14_dlg0007,es,14,CAPITULO XIV,Apagar el farol. ¡Buenas noches! Y volvió a encenderlo.,55,9,D000674,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0008,es,14,CAPITULO XIV,Entonces ¿por qué acabas de encenderlo?,39,6,D000675,lamplighter,lamplighter,0.7,sandwich_propagation,curiosity,0.8571,0.0,0.5928,multilingual_lexicon_character_context_v2
es_ch14_dlg0009,es,14,CAPITULO XIV,Es la consigna —respondió el farolero.,38,6,D000676,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0010,es,14,CAPITULO XIV,No entiendo —dijo el principito.,32,5,D000677,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch14_dlg0011,es,14,CAPITULO XIV,No hay nada que entender —dijo el farolero—. La consigna es la consigna. ¡Buenos días!,86,15,D000678,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0012,es,14,CAPITULO XIV,Mi trabajo es terrible. Antes era razonable; apagaba el farol por la mañana y lo prendía por la tarde. Tenía el resto del día para descansar y todo el resto de la noche para dormir.,181,35,D000679,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
es_ch14_dlg0013,es,14,CAPITULO XIV,Y... ¿cambiaron la consigna?,28,4,D000680,lamplighter,lamplighter,0.7,sandwich_propagation,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
es_ch14_dlg0014,es,14,CAPITULO XIV,"No, esa es la tragedia, la consigna no ha cambiado pero el planeta sí, —dijo el farolero— . Año con año gira cada vez más rápido y la consigna no ha cambiado.",158,32,D000681,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0015,es,14,CAPITULO XIV,¿Y entonces? —dijo el principito.,33,5,D000682,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0016,es,14,CAPITULO XIV,"Pues como el planeta da una vuelta completa cada minuto, yo no tengo un segundo de reposo. Enciendo y apago una vez por minuto.",127,24,D000683,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch14_dlg0017,es,14,CAPITULO XIV,¡Es divertido! ¡En tu planeta los días duran un minuto!,55,10,D000684,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch14_dlg0018,es,14,CAPITULO XIV,A mí no me parece divertido en absoluto —dijo el farolero— . Hace ya un mes que tú y yo empezamos esta plática.,111,23,D000685,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.95,multilingual_lexicon_character_context_v2
es_ch14_dlg0020,es,14,CAPITULO XIV,"Sí, treinta minutos. ¡Treinta días! ¡Buenas noches!",51,7,D000686,lamplighter,lamplighter,0.55,previous_speaker_window,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch14_dlg0021,es,14,CAPITULO XIV,¿Sabes? Sé una forma con la que puedes descansar cuando quieras...,66,11,D000687,lamplighter,lamplighter,0.55,previous_speaker_window,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
es_ch14_dlg0022,es,14,CAPITULO XIV,Siempre quiero —dijo el farolero.,33,5,D000688,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
es_ch14_dlg0023,es,14,CAPITULO XIV,Se puede ser fiel y perezoso a la vez —dijo el principito.,58,12,D000689,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch14_dlg0024,es,14,CAPITULO XIV,"Tu planeta es tan pequeño que puedes darle la vuelta con sólo tres pasos. No tienes que hacer más que caminar muy lentamente para quedar siempre hacia el sol. Caminarás cuando quieras descansar, y el día durará el tiempo que desees.",232,41,D000690,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch14_dlg0025,es,14,CAPITULO XIV,Eso no es gran adelanto —dijo el farolero— pues lo que a mí más me gusta en la vida es dormir.,94,21,D000691,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.85,multilingual_lexicon_character_context_v2
es_ch14_dlg0026,es,14,CAPITULO XIV,Eso es no tener buena suerte —dijo el principito.,49,9,D000692,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch14_dlg0027,es,14,CAPITULO XIV,"No, no es tener buena suerte —replicó el farolero— ¡Buenos días!",64,11,D000693,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0001,es,15,CAPITULO XV,Mi flor es efímera —se dijo el principito— y sólo tiene cuatro espinas para defenderse contra el mundo. ¡Y se ha quedado completamente sola!,140,24,D000694,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch15_dlg0002,es,15,CAPITULO XV,"¡Eah, un explorador! —exclamó el anciano al ver al principito que se había sentado sobre la mesa dando un resoplo. ¡Había viajado ya tanto!",139,24,D000695,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0003,es,15,CAPITULO XV,¿De dónde vienes tú? —preguntó el anciano.,42,7,D000696,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0004,es,15,CAPITULO XV,¿Qué libro es este tan grande y pesado?,39,8,D000697,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0005,es,15,CAPITULO XV,Preguntó a su vez el principito— . ¿Qué hace usted aquí?,56,11,D000698,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0006,es,15,CAPITULO XV,Soy geógrafo —dijo el anciano.,30,5,D000699,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0007,es,15,CAPITULO XV,¿Y qué es un geógrafo?,22,5,D000700,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0008,es,15,CAPITULO XV,"Es un sabio que conoce donde se encuentran los mares, los ríos, las ciudades, las montañas y los desiertos.",107,19,D000701,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0009,es,15,CAPITULO XV,Eso es muy interesante —dijo el principito—. ¡Por fin un verdadero oficio! Y dio un vistazo alrededor del planeta del geógrafo. Nunca había visto un planeta tan majestuoso.,172,28,D000702,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0010,es,15,CAPITULO XV,Es muy hermoso su planeta. ¿Tiene océanos?,42,7,D000703,little_prince,little_prince,0.55,previous_speaker_window,curiosity,0.8,1.0,0.57,multilingual_lexicon_character_context_v2
es_ch15_dlg0011,es,15,CAPITULO XV,"No lo sé, no puedo saberlo —dijo el geógrafo.",45,9,D000704,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0012,es,15,CAPITULO XV,¡Oh! —dijo el principito decepcionado— . ¿Y montañas?,53,8,D000705,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0013,es,15,CAPITULO XV,No puedo saberlo —repitió el geógrafo.,38,6,D000706,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0014,es,15,CAPITULO XV,"¿Y ciudades, ríos y desiertos?",30,5,D000707,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0015,es,15,CAPITULO XV,Tampoco puedo saberlo.,22,3,D000708,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0016,es,15,CAPITULO XV,¡Pero usted es geógrafo!,24,4,D000709,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0017,es,15,CAPITULO XV,"¡Exactamente! —Dijo el geógrafo—, pero no soy explorador, ni tengo exploradores que me informen. El geógrafo no puede estar de acá para allá haciendo el recuento de ciudades, ríos, montañas, océanos y desiertos.",211,33,D000710,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2
es_ch15_dlg0019,es,15,CAPITULO XV,Porque si un explorador dijera mentiras sería una catástrofe para los libros de geografía. Y también si un explorador bebiera demasiado.,136,21,D000711,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0020,es,15,CAPITULO XV,¿Por qué? —preguntó el principito.,34,5,D000712,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0021,es,15,CAPITULO XV,Porque los borrachos ven doble y el geógrafo pondría dos montañas donde sólo hay una.,85,15,D000713,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0022,es,15,CAPITULO XV,"Conozco a alguien —dijo el principito—, que sería un mal explorador.",68,11,D000714,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0023,es,15,CAPITULO XV,"Es muy posible. Cuando la moralidad del explorador parece buena, se hace un estudio sobre su descubrimiento.",108,17,D000715,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0024,es,15,CAPITULO XV,¿Se va a verificarlo?,21,4,D000716,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0025,es,15,CAPITULO XV,"No, eso sería demasiado complicado. Se le exigen pruebas.",57,9,D000717,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0026,es,15,CAPITULO XV,"¡Tú vienes de muy lejos! ¡Eres un explorador! Comienza, pues, a describirme tu planeta.",87,14,D000718,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0027,es,15,CAPITULO XV,¿Y bien? —interrogó el geógrafo.,32,5,D000719,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0028,es,15,CAPITULO XV,"¡Oh! Mi planeta —dijo el principito— no es tan interesante, todo es muy pequeño. Tengo tres volcanes, dos en actividad y uno extinguido; pero uno nunca sabe...",159,27,D000720,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2
es_ch15_dlg0029,es,15,CAPITULO XV,Nunca se sabe —dijo el geógrafo.,32,6,D000721,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0030,es,15,CAPITULO XV,Tengo también una flor.,23,4,D000722,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0031,es,15,CAPITULO XV,De las flores no tomamos nota.,30,6,D000723,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0032,es,15,CAPITULO XV,¿Por qué? ¡Si son tan lindas!,29,6,D000724,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0033,es,15,CAPITULO XV,Porque las flores son efímeras.,31,5,D000725,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0034,es,15,CAPITULO XV,"¿Qué significa ""efímera""?",25,3,D000726,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0035,es,15,CAPITULO XV,"Las geografías —dijo el geógrafo— son los libros más valiosos y apreciados. Nunca pasan de moda ya que es muy raro que una montaña cambie de lugar o que un océano pierda su agua. Nosotros, los geógrafos, escribimos sobre cosas eternas.",235,41,D000727,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0036,es,15,CAPITULO XV,Pero los volcanes extinguidos pueden despertarse — interrumpió el principito— . ¿Qué significa efímera?,103,14,D000728,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0037,es,15,CAPITULO XV,Que los volcanes estén extinguidos o se despierten es igual para nosotros. Lo interesante es la montaña del volcán y ésta nunca cambia.,135,23,D000729,little_prince,little_prince,0.7,sandwich_propagation,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0038,es,15,CAPITULO XV,"Pero, ¿qué significa efímera? —repitió el principito que nunca renunciaba a una pregunta suya.",94,14,D000730,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch15_dlg0039,es,15,CAPITULO XV,Significa que está amenazado de próxima desaparición.,53,7,D000731,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0040,es,15,CAPITULO XV,¿Mi flor está amenazada de desaparecer próximamente?,52,7,D000732,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2
es_ch15_dlg0041,es,15,CAPITULO XV,Así es. Indudablemente.,23,3,D000733,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0042,es,15,CAPITULO XV,¿Qué me aconseja usted que visite ahora?,40,7,D000734,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.85,multilingual_lexicon_character_context_v2
es_ch15_dlg0043,es,15,CAPITULO XV,El planeta Tierra tiene muy buena reputación geógrafo.,54,8,D000735,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch15_dlg0044,es,15,CAPITULO XV,contestó el Y el principito partió pensando en su flor.,55,10,D000736,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch17_dlg0000,es,17,CAPITULO XVII,¡Buenas noches! —dijo el principito.,36,5,D000737,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
es_ch17_dlg0001,es,17,CAPITULO XVII,¡Buenas noches! —dijo la serpiente.,35,5,D000738,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
es_ch17_dlg0002,es,17,CAPITULO XVII,¿Sobre qué planeta he caído? —preguntó el principito.,53,8,D000739,little_prince,little_prince,0.65,keyword_rules,curiosity,0.75,0.0,0.55,multilingual_lexicon_character_context_v2
es_ch17_dlg0003,es,17,CAPITULO XVII,"Sobre la Tierra, en África —respondió la serpiente.",51,8,D000740,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
es_ch17_dlg0004,es,17,CAPITULO XVII,¡Ah! ¿Y no hay nadie sobre la Tierra?,37,8,D000741,snake,snake,0.7,sandwich_propagation,fear,0.4286,0.0,0.4214,multilingual_lexicon_character_context_v2
es_ch17_dlg0005,es,17,CAPITULO XVII,Esto es el desierto. En los desiertos no hay nadie. La Tierra es muy grande —contestó la serpiente.,99,18,D000742,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
es_ch17_dlg0006,es,17,CAPITULO XVII,"Me pregunto si las estrellas están encendidas para que cada quien pueda reconocer la suya. ¡Mira!, precisamente sobre nosotros está mi planeta, pero... ¡tan, tan lejos!",168,26,D000743,businessman,businessman,0.65,keyword_rules,sadness,0.5,0.0,0.75,multilingual_lexicon_character_context_v2
es_ch17_dlg0007,es,17,CAPITULO XVII,Es muy bella tu estrella —dijo la serpiente— ¿Y qué es lo que vienes a hacer por acá?,85,18,D000744,snake,snake,0.65,keyword_rules,fear,0.4,0.0,0.41,multilingual_lexicon_character_context_v2
es_ch17_dlg0008,es,17,CAPITULO XVII,Tengo problemas con una flor —dijo el principito.,49,8,D000745,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
es_ch17_dlg0010,es,17,CAPITULO XVII,Pero soy más poderoso que el dedo de un rey —le interrumpió la serpiente.,73,14,D000746,king,king,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
es_ch17_dlg0011,es,17,CAPITULO XVII,Puedo llevarte más lejos que un navío —dijo la serpiente y se enroscó alrededor del tobillo del principito como un brazalete...,127,21,D000747,little_prince,little_prince,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2
es_ch17_dlg0012,es,17,CAPITULO XVII,"Al que yo toco, le hago regresar a la tierra de donde salió.",60,13,D000748,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.5,0.0,0.55,multilingual_lexicon_character_context_v2
es_ch17_dlg0013,es,17,CAPITULO XVII,"...Me das lástima, tan débil sobre esta tierra de granito... Si algún día llegas a extrañar tu planeta, yo puedo ayudarte.",122,21,D000749,little_prince,little_prince,0.55,previous_speaker_window,sadness,0.6667,0.0,0.8167,multilingual_lexicon_character_context_v2
es_ch17_dlg0014,es,17,CAPITULO XVII,¡Oh! Te he comprendido muy bien —dijo el principito— .,54,10,D000750,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2
es_ch17_dlg0015,es,17,CAPITULO XVII,Yo los resuelvo todos —dijo la serpiente.,41,7,D000751,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2
es_ch18_dlg0000,es,18,CAPITULO XVIII,¡Buenos días! —contestó la flor.,32,5,D000752,little_prince,little_prince,0.6,chapter_dominance,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
es_ch18_dlg0001,es,18,CAPITULO XVIII,¿Dónde están los hombres? —preguntó cortésmente el principito.,62,8,D000753,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch18_dlg0002,es,18,CAPITULO XVIII,"¿Los hombres? Me parece que no existen más que seis o siete. Los vi hace ya años y nunca se sabe dónde encontrarlos. Como no tienen raíces, el viento los pasea de un lado a otro. Debe ser molesto.",196,39,D000754,little_prince,little_prince,0.7,sandwich_propagation,curiosity,1.0,0.0,0.85,multilingual_lexicon_character_context_v2
es_ch18_dlg0003,es,18,CAPITULO XVIII,Adiós entonces —dijo el principito.,35,5,D000755,little_prince,little_prince,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch18_dlg0004,es,18,CAPITULO XVIII,Adiós —dijo la flor.,20,4,D000756,little_prince,little_prince,0.55,previous_speaker_window,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2
es_ch19_dlg0000,es,19,CAPITULO XIX,"Desde una montaña tan alta como ésta, podré ver todo el planeta y a todos los hombres...",88,17,D000757,little_prince,little_prince,0.6,chapter_dominance,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2
