record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method,embedding_index,parallel_group,alignment_score,aligned_to_record_id,alignment_method,semantic_cluster,cluster_probability,cluster_method
es_ch13_dlg0011,es,13,CAPITULO XIII,Millones de esas cositas que algunas veces se ven en el cielo.,62,12,D000639,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,639,align_639_1106,0.9354,fr_ch13_dlg0011,cosine_multilingual_embeddings_v1,9,0.2597,kmeans_multilingual_embeddings_v1
es_ch13_dlg0013,es,13,CAPITULO XIII,"¡No, cositas que brillan!",25,4,D000640,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,640,align_640_1108,0.7391,fr_ch13_dlg0013,cosine_multilingual_embeddings_v1,11,0.2672,kmeans_multilingual_embeddings_v1
es_ch13_dlg0015,es,13,CAPITULO XIII,No. Unas cositas doradas que hacen soñar y desvariar a los holgazanes. ¡Yo soy un hombre serio y no tengo tiempo de soñar!,122,23,D000641,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,641,align_641_1110,0.849,fr_ch13_dlg0016,cosine_multilingual_embeddings_v1,11,0.2563,kmeans_multilingual_embeddings_v1
es_ch13_dlg0017,es,13,CAPITULO XIII,Sí eso estrellas.,17,3,D000642,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,642,align_642_1112,0.9569,fr_ch13_dlg0018,cosine_multilingual_embeddings_v1,9,0.4612,kmeans_multilingual_embeddings_v1
es_ch13_dlg0018,es,13,CAPITULO XIII,¿Y qué haces tú con quinientos millones de estrellas?,53,9,D000643,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,643,align_643_1113,0.9758,fr_ch13_dlg0019,cosine_multilingual_embeddings_v1,9,0.4946,kmeans_multilingual_embeddings_v1
es_ch13_dlg0019,es,13,CAPITULO XIII,Quinientos un millones seiscientos veintidós mil setecientos treinta y uno. ¡Exactas!,85,11,D000644,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,644,align_195_644,0.8308,en_ch13_dlg0033,cosine_multilingual_embeddings_v1,9,0.1927,kmeans_multilingual_embeddings_v1
es_ch13_dlg0020,es,13,CAPITULO XIII,¿Y qué haces con ellas?,23,5,D000645,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,645,align_645_1115,0.5424,fr_ch13_dlg0021,cosine_multilingual_embeddings_v1,6,0.2164,kmeans_multilingual_embeddings_v1
es_ch13_dlg0021,es,13,CAPITULO XIII,¿Que qué hago?,14,3,D000646,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,646,align_646_1116,0.9265,fr_ch13_dlg0022,cosine_multilingual_embeddings_v1,6,0.235,kmeans_multilingual_embeddings_v1
es_ch13_dlg0024,es,13,CAPITULO XIII,¿Posees a las estrellas? ¿Son tuyas?,36,6,D000647,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,647,align_647_1118,0.8962,fr_ch13_dlg0025,cosine_multilingual_embeddings_v1,9,0.4423,kmeans_multilingual_embeddings_v1
es_ch13_dlg0026,es,13,CAPITULO XIII,Pero yo he visto un rey que...,30,7,D000648,king,king,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,648,align_648_1119,0.9758,fr_ch13_dlg0027,cosine_multilingual_embeddings_v1,2,0.3684,kmeans_multilingual_embeddings_v1
es_ch13_dlg0027,es,13,CAPITULO XIII,Los reyes no poseen nada... reinan solamente. Es muy diferente poseer que reinar.,81,13,D000649,king,king,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,649,align_199_649,0.9197,en_ch13_dlg0039,cosine_multilingual_embeddings_v1,2,0.1601,kmeans_multilingual_embeddings_v1
es_ch13_dlg0028,es,13,CAPITULO XIII,¿Y de qué sirve poseer las estrellas?,37,7,D000650,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,650,align_650_1121,0.9564,fr_ch13_dlg0029,cosine_multilingual_embeddings_v1,9,0.4413,kmeans_multilingual_embeddings_v1
es_ch13_dlg0029,es,13,CAPITULO XIII,Me sirve para ser rico.,23,5,D000651,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2,651,align_651_1122,0.9846,fr_ch13_dlg0030,cosine_multilingual_embeddings_v1,3,0.1572,kmeans_multilingual_embeddings_v1
es_ch13_dlg0030,es,13,CAPITULO XIII,¿Y para qué sirve ser rico?,27,6,D000652,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,652,align_652_1123,0.9548,fr_ch13_dlg0031,cosine_multilingual_embeddings_v1,9,0.0895,kmeans_multilingual_embeddings_v1
es_ch13_dlg0031,es,13,CAPITULO XIII,Me sirve para poder comprar más estrellas si es que alguien las encuentra y descubre.,85,15,D000653,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2,653,align_201_653,0.8945,en_ch13_dlg0041,cosine_multilingual_embeddings_v1,9,0.3588,kmeans_multilingual_embeddings_v1
es_ch13_dlg0032,es,13,CAPITULO XIII,¿De quién son? —dijo esquivo el hombre de negocios.,51,9,D000654,businessman,businessman,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,654,align_654_1126,0.857,fr_ch13_dlg0035,cosine_multilingual_embeddings_v1,1,0.2026,kmeans_multilingual_embeddings_v1
es_ch13_dlg0033,es,13,CAPITULO XIII,No sé... De nadie.,18,4,D000655,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,655,align_655_1127,0.9461,fr_ch13_dlg0036,cosine_multilingual_embeddings_v1,11,0.2613,kmeans_multilingual_embeddings_v1
es_ch13_dlg0034,es,13,CAPITULO XIII,"Entonces son mías, pues soy el primero en tener la ocurrencia.",62,11,D000656,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,656,align_656_1128,0.8807,fr_ch13_dlg0037,cosine_multilingual_embeddings_v1,3,0.2219,kmeans_multilingual_embeddings_v1
es_ch13_dlg0035,es,13,CAPITULO XIII,¿Y eso es suficiente?,21,4,D000657,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,657,align_657_1129,0.9528,fr_ch13_dlg0038,cosine_multilingual_embeddings_v1,6,0.1831,kmeans_multilingual_embeddings_v1
es_ch13_dlg0036,es,13,CAPITULO XIII,"¡Desde luego! Si te encuentras un diamante que nadie reclama, el diamante es tuyo. Si encontraras una isla que no es de nadie, formalizas la propiedad y es tuya. Si eres el primero en tener una idea y la haces patentar, es tuya. Las estrellas son mías, las poseo puesto que nadie, antes que yo, soñó con poseerlas.",314,58,D000658,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,658,align_658_1130,0.9555,fr_ch13_dlg0039,cosine_multilingual_embeddings_v1,9,0.2483,kmeans_multilingual_embeddings_v1
es_ch13_dlg0037,es,13,CAPITULO XIII,Bien —dijo el principito— ¿y qué es lo que tú haces con ellas?,62,13,D000659,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,659,align_173_659,0.5616,en_ch13_dlg0006,cosine_multilingual_embeddings_v1,1,0.2569,kmeans_multilingual_embeddings_v1
es_ch13_dlg0038,es,13,CAPITULO XIII,Las administro. Las cuento y las recuento una y otra vez,56,11,D000660,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,660,align_660_1132,0.5777,fr_ch13_dlg0041,cosine_multilingual_embeddings_v1,3,0.2648,kmeans_multilingual_embeddings_v1
es_ch13_dlg0039,es,13,CAPITULO XIII,contestó el hombre de negocios—. Es difícil. ¡Pero yo soy un hombre serio!,74,13,D000661,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,661,align_661_1132,0.8515,fr_ch13_dlg0041,cosine_multilingual_embeddings_v1,10,0.2138,kmeans_multilingual_embeddings_v1
es_ch13_dlg0040,es,13,CAPITULO XIII,"Yo poseo una bufanda y puedo ponérmela alrededor del cuello. Y si poseo una flor, puedo cortarla y llevármela.",110,19,D000662,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,662,align_662_1133,0.8249,fr_ch13_dlg0042,cosine_multilingual_embeddings_v1,7,0.2904,kmeans_multilingual_embeddings_v1
es_ch13_dlg0041,es,13,CAPITULO XIII,"Eso no, pero puedo depositarlas en un banco.",44,8,D000663,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,663,align_663_1134,0.9041,fr_ch13_dlg0043,cosine_multilingual_embeddings_v1,11,0.1149,kmeans_multilingual_embeddings_v1
es_ch13_dlg0042,es,13,CAPITULO XIII,¿Qué quiere decir depositar?,28,4,D000664,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,664,align_184_664,0.5221,en_ch13_dlg0018,cosine_multilingual_embeddings_v1,6,0.1859,kmeans_multilingual_embeddings_v1
es_ch13_dlg0043,es,13,CAPITULO XIII,Quiere decir que escribo en un papelito el número exacto de mis estrellas y se guarda bajo llave.,97,18,D000665,businessman,businessman,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,665,align_665_1136,0.9105,fr_ch13_dlg0045,cosine_multilingual_embeddings_v1,9,0.2762,kmeans_multilingual_embeddings_v1
es_ch13_dlg0044,es,13,CAPITULO XIII,¿Y eso es todo?,15,4,D000666,businessman,businessman,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,666,align_666_1137,0.9861,fr_ch13_dlg0046,cosine_multilingual_embeddings_v1,6,0.4013,kmeans_multilingual_embeddings_v1
es_ch13_dlg0046,es,13,CAPITULO XIII,Yo —dijo aún— tengo una flor a la que riego todos los días.,59,13,D000667,businessman,businessman,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,667,align_667_1139,0.671,fr_ch13_dlg0048,cosine_multilingual_embeddings_v1,7,0.356,kmeans_multilingual_embeddings_v1
es_ch14_dlg0000,es,14,CAPITULO XIV,"Quizá este hombre es absurdo. Sin embargo, es menos absurdo que el rey, el vanidoso, el hombre de negocios y el bebedor. Por lo menos su trabajo, tiene algo de razón. Cuando enciende su farol, es como si naciera una estrella o brotara una flor y, cuando lo apaga, es como si la flor o a la estrella se durmiera. Es una ocupación muy linda y es verdaderamente útil en cuanto que es linda",386,74,D000668,king,king,0.65,keyword_rules,anger,1.0,-1.0,0.65,multilingual_lexicon_character_context_v2,668,align_668_1140,0.9694,fr_ch14_dlg0000,cosine_multilingual_embeddings_v1,2,0.283,kmeans_multilingual_embeddings_v1
es_ch14_dlg0002,es,14,CAPITULO XIV,"Éste sería despreciado por los otros, por el rey, por el vanidoso, por el bebedor y por el hombre de negocios. Sin embargo, es el único que no me parece ridículo, quizás porque se ocupa de algo ajeno a sí mismo",210,41,D000669,king,king,0.65,keyword_rules,love,0.5,1.0,0.65,multilingual_lexicon_character_context_v2,669,align_669_1141,0.832,fr_ch14_dlg0001,cosine_multilingual_embeddings_v1,2,0.1972,kmeans_multilingual_embeddings_v1
es_ch14_dlg0003,es,14,CAPITULO XIV,Es el único del que hubiera podido hacerme amigo. Pero su planeta es tan pequeño que no hay lugar para dos...,109,21,D000670,fox,fox,0.65,keyword_rules,love,1.0,1.0,0.65,multilingual_lexicon_character_context_v2,670,align_670_1142,0.9189,fr_ch14_dlg0002,cosine_multilingual_embeddings_v1,5,0.3767,kmeans_multilingual_embeddings_v1
es_ch14_dlg0004,es,14,CAPITULO XIV,¡Buenos días! ¿Por qué acabas de apagar tu farol?,49,9,D000671,lamplighter,lamplighter,0.65,keyword_rules,curiosity,0.8571,0.0,0.5928,multilingual_lexicon_character_context_v2,671,align_671_1143,0.914,fr_ch14_dlg0003,cosine_multilingual_embeddings_v1,8,0.3151,kmeans_multilingual_embeddings_v1
es_ch14_dlg0005,es,14,CAPITULO XIV,Es la consigna —respondió el farolero— . ¡Buenos días!,54,9,D000672,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,672,align_672_1144,0.8124,fr_ch14_dlg0004,cosine_multilingual_embeddings_v1,1,0.4482,kmeans_multilingual_embeddings_v1
es_ch14_dlg0006,es,14,CAPITULO XIV,¿Qué es la consigna?,20,4,D000673,lamplighter,lamplighter,0.7,sandwich_propagation,curiosity,0.8,0.0,0.57,multilingual_lexicon_character_context_v2,673,align_673_1144,0.6111,fr_ch14_dlg0004,cosine_multilingual_embeddings_v1,6,0.4035,kmeans_multilingual_embeddings_v1
es_ch14_dlg0007,es,14,CAPITULO XIV,Apagar el farol. ¡Buenas noches! Y volvió a encenderlo.,55,9,D000674,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,674,align_674_1146,0.7772,fr_ch14_dlg0006,cosine_multilingual_embeddings_v1,1,0.317,kmeans_multilingual_embeddings_v1
es_ch14_dlg0008,es,14,CAPITULO XIV,Entonces ¿por qué acabas de encenderlo?,39,6,D000675,lamplighter,lamplighter,0.7,sandwich_propagation,curiosity,0.8571,0.0,0.5928,multilingual_lexicon_character_context_v2,675,align_675_1143,0.7847,fr_ch14_dlg0003,cosine_multilingual_embeddings_v1,6,0.2411,kmeans_multilingual_embeddings_v1
es_ch14_dlg0009,es,14,CAPITULO XIV,Es la consigna —respondió el farolero.,38,6,D000676,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,676,align_676_1148,0.7745,fr_ch14_dlg0008,cosine_multilingual_embeddings_v1,1,0.3894,kmeans_multilingual_embeddings_v1
es_ch14_dlg0010,es,14,CAPITULO XIV,No entiendo —dijo el principito.,32,5,D000677,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,677,align_215_677,0.732,en_ch14_dlg0007,cosine_multilingual_embeddings_v1,10,0.2952,kmeans_multilingual_embeddings_v1
es_ch14_dlg0011,es,14,CAPITULO XIV,No hay nada que entender —dijo el farolero—. La consigna es la consigna. ¡Buenos días!,86,15,D000678,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,678,align_678_1150,0.7977,fr_ch14_dlg0010,cosine_multilingual_embeddings_v1,11,0.296,kmeans_multilingual_embeddings_v1
es_ch14_dlg0012,es,14,CAPITULO XIV,Mi trabajo es terrible. Antes era razonable; apagaba el farol por la mañana y lo prendía por la tarde. Tenía el resto del día para descansar y todo el resto de la noche para dormir.,181,35,D000679,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,679,align_679_1151,0.6043,fr_ch14_dlg0011,cosine_multilingual_embeddings_v1,8,0.2222,kmeans_multilingual_embeddings_v1
es_ch14_dlg0013,es,14,CAPITULO XIV,Y... ¿cambiaron la consigna?,28,4,D000680,lamplighter,lamplighter,0.7,sandwich_propagation,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,680,align_680_1152,0.7132,fr_ch14_dlg0012,cosine_multilingual_embeddings_v1,1,0.2609,kmeans_multilingual_embeddings_v1
es_ch14_dlg0014,es,14,CAPITULO XIV,"No, esa es la tragedia, la consigna no ha cambiado pero el planeta sí, —dijo el farolero— . Año con año gira cada vez más rápido y la consigna no ha cambiado.",158,32,D000681,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,681,align_681_1153,0.8937,fr_ch14_dlg0013,cosine_multilingual_embeddings_v1,5,0.2095,kmeans_multilingual_embeddings_v1
es_ch14_dlg0015,es,14,CAPITULO XIV,¿Y entonces? —dijo el principito.,33,5,D000682,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,682,align_682_1148,0.6309,fr_ch14_dlg0008,cosine_multilingual_embeddings_v1,1,0.4219,kmeans_multilingual_embeddings_v1
es_ch14_dlg0016,es,14,CAPITULO XIV,"Pues como el planeta da una vuelta completa cada minuto, yo no tengo un segundo de reposo. Enciendo y apago una vez por minuto.",127,24,D000683,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,683,align_683_1155,0.7395,fr_ch14_dlg0015,cosine_multilingual_embeddings_v1,8,0.2724,kmeans_multilingual_embeddings_v1
es_ch14_dlg0017,es,14,CAPITULO XIV,¡Es divertido! ¡En tu planeta los días duran un minuto!,55,10,D000684,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,684,align_684_1156,0.8108,fr_ch14_dlg0016,cosine_multilingual_embeddings_v1,8,0.3921,kmeans_multilingual_embeddings_v1
es_ch14_dlg0018,es,14,CAPITULO XIV,A mí no me parece divertido en absoluto —dijo el farolero— . Hace ya un mes que tú y yo empezamos esta plática.,111,23,D000685,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.95,multilingual_lexicon_character_context_v2,685,align_685_1157,0.7578,fr_ch14_dlg0017,cosine_multilingual_embeddings_v1,11,0.1887,kmeans_multilingual_embeddings_v1
es_ch14_dlg0020,es,14,CAPITULO XIV,"Sí, treinta minutos. ¡Treinta días! ¡Buenas noches!",51,7,D000686,lamplighter,lamplighter,0.55,previous_speaker_window,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,686,align_686_1159,0.9546,fr_ch14_dlg0019,cosine_multilingual_embeddings_v1,8,0.2982,kmeans_multilingual_embeddings_v1
es_ch14_dlg0021,es,14,CAPITULO XIV,¿Sabes? Sé una forma con la que puedes descansar cuando quieras...,66,11,D000687,lamplighter,lamplighter,0.55,previous_speaker_window,curiosity,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,687,align_687_1160,0.9634,fr_ch14_dlg0020,cosine_multilingual_embeddings_v1,8,0.2632,kmeans_multilingual_embeddings_v1
es_ch14_dlg0022,es,14,CAPITULO XIV,Siempre quiero —dijo el farolero.,33,5,D000688,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,688,align_222_688,0.8188,en_ch14_dlg0016,cosine_multilingual_embeddings_v1,3,0.1831,kmeans_multilingual_embeddings_v1
es_ch14_dlg0023,es,14,CAPITULO XIV,Se puede ser fiel y perezoso a la vez —dijo el principito.,58,12,D000689,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,689,align_689_1161,0.4257,fr_ch14_dlg0021,cosine_multilingual_embeddings_v1,1,0.1865,kmeans_multilingual_embeddings_v1
es_ch14_dlg0024,es,14,CAPITULO XIV,"Tu planeta es tan pequeño que puedes darle la vuelta con sólo tres pasos. No tienes que hacer más que caminar muy lentamente para quedar siempre hacia el sol. Caminarás cuando quieras descansar, y el día durará el tiempo que desees.",232,41,D000690,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,690,align_690_1162,0.9523,fr_ch14_dlg0022,cosine_multilingual_embeddings_v1,8,0.2741,kmeans_multilingual_embeddings_v1
es_ch14_dlg0025,es,14,CAPITULO XIV,Eso no es gran adelanto —dijo el farolero— pues lo que a mí más me gusta en la vida es dormir.,94,21,D000691,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.85,multilingual_lexicon_character_context_v2,691,align_691_1163,0.9336,fr_ch14_dlg0023,cosine_multilingual_embeddings_v1,8,0.199,kmeans_multilingual_embeddings_v1
es_ch14_dlg0026,es,14,CAPITULO XIV,Eso es no tener buena suerte —dijo el principito.,49,9,D000692,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,692,align_692_1165,0.7302,fr_ch14_dlg0025,cosine_multilingual_embeddings_v1,10,0.2606,kmeans_multilingual_embeddings_v1
es_ch14_dlg0027,es,14,CAPITULO XIV,"No, no es tener buena suerte —replicó el farolero— ¡Buenos días!",64,11,D000693,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,693,align_693_1165,0.8493,fr_ch14_dlg0025,cosine_multilingual_embeddings_v1,10,0.2976,kmeans_multilingual_embeddings_v1
es_ch15_dlg0001,es,15,CAPITULO XV,Mi flor es efímera —se dijo el principito— y sólo tiene cuatro espinas para defenderse contra el mundo. ¡Y se ha quedado completamente sola!,140,24,D000694,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,694,align_694_1203,0.676,fr_ch15_dlg0041,cosine_multilingual_embeddings_v1,7,0.4025,kmeans_multilingual_embeddings_v1
es_ch15_dlg0002,es,15,CAPITULO XV,"¡Eah, un explorador! —exclamó el anciano al ver al principito que se había sentado sobre la mesa dando un resoplo. ¡Había viajado ya tanto!",139,24,D000695,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,695,align_233_695,0.6169,en_ch15_dlg0000,cosine_multilingual_embeddings_v1,1,0.2957,kmeans_multilingual_embeddings_v1
es_ch15_dlg0003,es,15,CAPITULO XV,¿De dónde vienes tú? —preguntó el anciano.,42,7,D000696,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,696,align_696_1168,0.9333,fr_ch15_dlg0005,cosine_multilingual_embeddings_v1,1,0.1911,kmeans_multilingual_embeddings_v1
es_ch15_dlg0004,es,15,CAPITULO XV,¿Qué libro es este tan grande y pesado?,39,8,D000697,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,697,align_260_697,0.6581,en_ch15_dlg0032,cosine_multilingual_embeddings_v1,0,0.0534,kmeans_multilingual_embeddings_v1
es_ch15_dlg0005,es,15,CAPITULO XV,Preguntó a su vez el principito— . ¿Qué hace usted aquí?,56,11,D000698,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,698,align_246_698,0.5552,en_ch15_dlg0016,cosine_multilingual_embeddings_v1,1,0.4344,kmeans_multilingual_embeddings_v1
es_ch15_dlg0006,es,15,CAPITULO XV,Soy geógrafo —dijo el anciano.,30,5,D000699,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,699,align_699_1170,0.9474,fr_ch15_dlg0007,cosine_multilingual_embeddings_v1,4,0.2979,kmeans_multilingual_embeddings_v1
es_ch15_dlg0007,es,15,CAPITULO XV,¿Y qué es un geógrafo?,22,5,D000700,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,700,align_235_700,0.9038,en_ch15_dlg0002,cosine_multilingual_embeddings_v1,4,0.3722,kmeans_multilingual_embeddings_v1
es_ch15_dlg0008,es,15,CAPITULO XV,"Es un sabio que conoce donde se encuentran los mares, los ríos, las ciudades, las montañas y los desiertos.",107,19,D000701,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,701,align_701_1172,0.9156,fr_ch15_dlg0009,cosine_multilingual_embeddings_v1,4,0.2414,kmeans_multilingual_embeddings_v1
es_ch15_dlg0009,es,15,CAPITULO XV,Eso es muy interesante —dijo el principito—. ¡Por fin un verdadero oficio! Y dio un vistazo alrededor del planeta del geógrafo. Nunca había visto un planeta tan majestuoso.,172,28,D000702,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,702,align_702_1173,0.8744,fr_ch15_dlg0010,cosine_multilingual_embeddings_v1,5,0.3903,kmeans_multilingual_embeddings_v1
es_ch15_dlg0010,es,15,CAPITULO XV,Es muy hermoso su planeta. ¿Tiene océanos?,42,7,D000703,little_prince,little_prince,0.55,previous_speaker_window,curiosity,0.8,1.0,0.57,multilingual_lexicon_character_context_v2,703,align_703_1174,0.9693,fr_ch15_dlg0011,cosine_multilingual_embeddings_v1,5,0.3297,kmeans_multilingual_embeddings_v1
es_ch15_dlg0011,es,15,CAPITULO XV,"No lo sé, no puedo saberlo —dijo el geógrafo.",45,9,D000704,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,704,align_704_1175,0.898,fr_ch15_dlg0012,cosine_multilingual_embeddings_v1,4,0.2782,kmeans_multilingual_embeddings_v1
es_ch15_dlg0012,es,15,CAPITULO XV,¡Oh! —dijo el principito decepcionado— . ¿Y montañas?,53,8,D000705,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,705,align_705_1176,0.762,fr_ch15_dlg0013,cosine_multilingual_embeddings_v1,4,0.2913,kmeans_multilingual_embeddings_v1
es_ch15_dlg0013,es,15,CAPITULO XV,No puedo saberlo —repitió el geógrafo.,38,6,D000706,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,706,align_706_1175,0.8945,fr_ch15_dlg0012,cosine_multilingual_embeddings_v1,4,0.3283,kmeans_multilingual_embeddings_v1
es_ch15_dlg0014,es,15,CAPITULO XV,"¿Y ciudades, ríos y desiertos?",30,5,D000707,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,707,align_707_1177,0.9818,fr_ch15_dlg0015,cosine_multilingual_embeddings_v1,4,0.2464,kmeans_multilingual_embeddings_v1
es_ch15_dlg0015,es,15,CAPITULO XV,Tampoco puedo saberlo.,22,3,D000708,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,708,align_238_708,0.9036,en_ch15_dlg0005,cosine_multilingual_embeddings_v1,11,0.2673,kmeans_multilingual_embeddings_v1
es_ch15_dlg0016,es,15,CAPITULO XV,¡Pero usted es geógrafo!,24,4,D000709,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,709,align_709_1179,0.9539,fr_ch15_dlg0017,cosine_multilingual_embeddings_v1,4,0.3873,kmeans_multilingual_embeddings_v1
es_ch15_dlg0017,es,15,CAPITULO XV,"¡Exactamente! —Dijo el geógrafo—, pero no soy explorador, ni tengo exploradores que me informen. El geógrafo no puede estar de acá para allá haciendo el recuento de ciudades, ríos, montañas, océanos y desiertos.",211,33,D000710,geographer,geographer,0.75,keyword_rules,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2,710,align_710_1180,0.8625,fr_ch15_dlg0018,cosine_multilingual_embeddings_v1,4,0.4607,kmeans_multilingual_embeddings_v1
